GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G1200570","1870","Florida","120","Hillsborough","0570","Hillsborough",3216,151368,3626,337964,0,120,0,0,23497,134586
"G1200590","1870","Florida","120","Holmes","0590","Holmes",1572,22158,4487,73531,0,0,0,5713,16577,57619
"G1200630","1870","Florida","120","Jackson","0630","Jackson",9528,342080,22577,529420,5,0,0,0,805,165911
"G1200650","1870","Florida","120","Jefferson","0650","Jefferson",13398,1044805,42155,904921,0,20,50,4055,5820,258698
"G1200670","1870","Florida","120","Lafayette","0670","Lafayette",1783,66195,4263,104086,0,0,0,949,27288,62531
"G1200730","1870","Florida","120","Leon","0730","Leon",15236,1225418,72733,892458,50,0,160,455,39470,321713
"G1200750","1870","Florida","120","Levy","0750","Levy",2018,81270,3365,89955,7,0,0,80320,694,69619
"G1200770","1870","Florida","120","Liberty","0770","Liberty",1050,42165,3773,54245,3200,0,0,1158,11642,32350
"G1200790","1870","Florida","120","Madison","0790","Madison",11121,668078,17430,599482,0,0,0,0,32486,210590
"G1200810","1870","Florida","120","Manatee","0810","Manatee",1931,36858,1785,48196,520,0,0,0,0,212526
"G1200830","1870","Florida","120","Marion","0830","Marion",10804,828795,87968,862896,0,0,0,0,0,275905
"G1200870","1870","Florida","120","Monroe","0870","Monroe",5657,11100,830,10200,1350,100,0,0,5220,63735
"G1200890","1870","Florida","120","Nassau","0890","Nassau",4247,132213,3849,89653,140,8853,0,0,150,88834
"G1200950","1870","Florida","120","Orange","0950","Orange",2195,174900,2618,82126,5130,0,0,0,0,124845
"G1201050","1870","Florida","120","Polk","1050","Polk",3169,56600,7587,198595,0,0,0,0,11385,221860
"G1201070","1870","Florida","120","Putnam","1070","Putnam",3821,248286,10668,173880,9113,2520,0,3165,8496,82676
"G1201090","1870","Florida","120","St Johns","1090","St Johns",2618,115705,2261,66798,5915,100,0,0,11874,64074
"G1201130","1870","Florida","120","Santa Rosa","1130","Santa Rosa",3312,11135,2129,27700,0,0,0,2045,6827,22342
"G1201190","1870","Florida","120","Sumter","1190","Sumter",2952,95110,8955,177330,0,0,0,0,13130,171300
"G1201210","1870","Florida","120","Suwannee","1210","Suwannee",3556,134955,10888,161318,0,0,0,775,22615,79644
"G1201230","1870","Florida","120","Taylor","1230","Taylor",1453,44050,1840,60827,0,0,0,520,610,64034
"G1201270","1870","Florida","120","Volusia","1270","Volusia",1723,146120,3450,68088,6093,0,0,210,786,87119
"G1201290","1870","Florida","120","Wakulla","1290","Wakulla",2506,88148,6536,109329,1015,225,274,2310,18173,64031
"G1201310","1870","Florida","120","Walton","1310","Walton",3041,56585,12994,151833,15,0,210,16285,24570,147244
"G1201330","1870","Florida","120","Washington","1330","Washington",2302,67390,1763,77470,0,0,0,0,0,59528
"G1300010","1870","Georgia","130","Appling","0010","Appling",5086,138475,21096,250508,765,0,8685,12556,48964,272275
"G1300070","1870","Georgia","130","Baker","0070","Baker",6843,424058,25050,667728,0,0,0,0,17237,167182
"G1300090","1870","Georgia","130","Baldwin","0090","Baldwin",10618,407566,20854,638018,4736,0,1783,350,33948,140903
"G1300110","1870","Georgia","130","Banks","0110","Banks",4973,297816,14341,240611,100,0,378,11467,32776,108817
"G1300150","1870","Georgia","130","Bartow","0150","Bartow",16566,1959589,69477,823200,120,60,12594,14970,88419,343414
"G1300190","1870","Georgia","130","Berrien","0190","Berrien",4518,132772,18179,340059,544,0,0,15347,68889,255768
"G1300210","1870","Georgia","130","Bibb","0210","Bibb",21255,1388754,62376,1045633,9170,23555,27057,100,59341,249587
"G1300270","1870","Georgia","130","Brooks","0270","Brooks",8342,913551,27046,669289,0,115,0,8134,95411,278253
"G1300290","1870","Georgia","130","Bryan","0290","Bryan",5252,342916,33772,251925,0,0,10922,5764,12859,171950
"G1300310","1870","Georgia","130","Bulloch","0310","Bulloch",5610,189255,8881,333500,4053,0,13537,10297,57333,268464
"G1300330","1870","Georgia","130","Burke","0330","Burke",17679,1499497,54732,1477811,225,179,0,0,28637,390374
"G1300350","1870","Georgia","130","Butts","0350","Butts",6941,616335,33861,584640,10466,20,19352,6270,63530,216366
"G1300370","1870","Georgia","130","Calhoun","0370","Calhoun",5503,529930,35324,498675,63,50,5908,2073,35745,159022
"G1300390","1870","Georgia","130","Camden","0390","Camden",4615,283193,27945,280173,4510,1151,60020,5164,22396,137076
"G1300395","1870","Georgia","130","Campbell","0395","Campbell",9176,796235,17165,669954,3265,0,1085,15410,62424,192605
"G1300450","1870","Georgia","130","Carroll","0450","Carroll",11782,915093,26638,607120,908,10,1928,9412,93710,259261
"G1300470","1870","Georgia","130","Catoosa","0470","Catoosa",4409,542538,26301,230625,959,100,7981,62,42301,136877
"G1300490","1870","Georgia","130","Charlton","0490","Charlton",1897,88415,7171,173732,7074,0,35705,7665,26060,112212
"G1300510","1870","Georgia","130","Chatham","0510","Chatham",41279,2157630,80912,1257617,1100,117107,27000,0,21200,188410
"G1300530","1870","Georgia","130","Chattahoochee","0530","Chattahoochee",6059,682530,29622,599218,0,0,0,3998,5162,176237
"G1300550","1870","Georgia","130","Chattooga","0550","Chattooga",6902,763725,46207,317035,0,0,0,17997,64833,173671
"G1300570","1870","Georgia","130","Cherokee","0570","Cherokee",10399,704048,29894,391611,435,0,175,13686,67808,182796
"G1300590","1870","Georgia","130","Clarke","0590","Clarke",12941,871100,28383,601369,350,240,7002,2973,57429,206705
"G1300610","1870","Georgia","130","Clay","0610","Clay",5493,491581,26106,513654,6445,30,9416,9415,34537,159070
"G1300630","1870","Georgia","130","Clayton","0630","Clayton",5477,421921,5159,258209,477,8,2667,2152,1217,116774
"G1300650","1870","Georgia","130","Clinch","0650","Clinch",3945,90245,13463,169077,225,0,0,775,33982,127680
"G1300670","1870","Georgia","130","Cobb","0670","Cobb",13814,1238766,61594,811810,25737,391,19445,13913,106283,344750
"G1300690","1870","Georgia","130","Coffee","0690","Coffee",3192,111540,14934,190580,65,0,0,13026,44139,221671
"G1300710","1870","Georgia","130","Colquitt","0710","Colquitt",1654,77912,8751,109059,240,0,0,5004,24608,91261
"G1300730","1870","Georgia","130","Columbia","0730","Columbia",13529,1136235,62489,1025498,8299,30,49973,11329,56423,354419
"G1300770","1870","Georgia","130","Coweta","0770","Coweta",15875,1637823,51742,1248607,1012,0,24003,5380,84738,371856
"G1300790","1870","Georgia","130","Crawford","0790","Crawford",7557,646555,34554,679373,6951,0,0,2571,32481,222125
"G1300830","1870","Georgia","130","Dade","0830","Dade",3033,496307,19788,153863,465,12,5505,8754,37967,109865
"G1300850","1870","Georgia","130","Dawson","0850","Dawson",4369,348012,5475,206876,1671,622,7461,12027,39187,105282
"G1300870","1870","Georgia","130","Decatur","0870","Decatur",15183,805560,74341,859548,0,105,0,1235,59217,315178
"G1300890","1870","Georgia","130","DeKalb","0890","De Kalb",10014,1124168,43496,550009,353,672,36545,12331,68270,268893
"G1300930","1870","Georgia","130","Dooly","0930","Dooly",9790,802516,31676,530903,3,0,0,0,1008,255624
"G1300950","1870","Georgia","130","Dougherty","0950","Dougherty",11517,1739470,52844,1398330,10,0,0,172,10607,393565
"G1300990","1870","Georgia","130","Early","0990","Early",6998,469250,40349,513702,1668,0,7341,2165,53766,193961
"G1301010","1870","Georgia","130","Echols","1010","Echols",1978,95300,6395,96822,0,0,4862,235,27075,72766
"G1301030","1870","Georgia","130","Effingham","1030","Effingham",4214,106485,8387,115279,85,0,47364,0,21068,137085
"G1301050","1870","Georgia","130","Elbert","1050","Elbert",9249,865410,28366,683275,100,20,887,8650,87175,302054
"G1301070","1870","Georgia","130","Emanuel","1070","Emanuel",6134,314542,32980,438143,547,0,54435,16732,66685,336924
"G1301110","1870","Georgia","130","Fannin","1110","Fannin",5429,301020,9705,133546,2691,0,1383,12741,37641,118795
"G1301130","1870","Georgia","130","Fayette","1130","Fayette",8221,858221,18431,515414,204,0,20,6499,44521,189501
"G1301150","1870","Georgia","130","Floyd","1150","Floyd",17230,2331144,87309,975438,3603,8329,19500,43308,72510,418160
"G1301170","1870","Georgia","130","Forsyth","1170","Forsyth",7983,273299,16354,178137,778,0,0,10202,28609,88661
"G1301190","1870","Georgia","130","Franklin","1190","Franklin",7893,571583,35249,347981,11359,0,700,26354,67866,187842
"G1301210","1870","Georgia","130","Fulton","1210","Fulton",33446,1037600,32987,489052,8524,7386,44247,383,50356,200587
"G1301230","1870","Georgia","130","Gilmer","1230","Gilmer",6644,252525,9517,323068,2823,67,1211,36155,68648,183368
"G1301250","1870","Georgia","130","Glascock","1250","Glascock",2736,162590,14833,235820,720,0,1635,7770,57313,89559
"G1301270","1870","Georgia","130","Glynn","1270","Glynn",5376,260210,13744,116009,0,50,0,0,0,42262
"G1301290","1870","Georgia","130","Gordon","1290","Gordon",9268,1511450,46088,576618,440,126,15982,35672,74824,214235
"G1301330","1870","Georgia","130","Greene","1330","Greene",12454,1059700,44055,763855,40,0,0,0,63410,215700
"G1301350","1870","Georgia","130","Gwinnett","1350","Gwinnett",12431,925718,59585,638014,102,0,4601,23259,88366,270252
"G1301370","1870","Georgia","130","Habersham","1370","Habersham",6322,165845,16803,269719,546,0,378,21334,47179,141802
"G1301390","1870","Georgia","130","Hall","1390","Hall",9607,588055,38549,442902,1383,0,2306,27084,64656,208718
"G1301410","1870","Georgia","130","Hancock","1410","Hancock",11317,1090348,48177,1163398,775,0,120,3045,59773,286956
"G1301430","1870","Georgia","130","Haralson","1430","Haralson",4004,291600,9077,297792,2149,0,6614,28673,36656,105079
"G1301450","1870","Georgia","130","Harris","1450","Harris",13284,1298789,87037,1129127,0,0,75,2624,104755,405370
"G1301470","1870","Georgia","130","Hart","1470","Hart",6783,191999,26997,432698,115,0,3134,15964,56214,165959
"G1301490","1870","Georgia","130","Heard","1490","Heard",7866,1031224,7885,591408,317,0,331,12163,62913,246990
"G1301510","1870","Georgia","130","Henry","1510","Henry",10102,1073010,34471,922821,4429,12,310,937,72069,309849
"G1301530","1870","Georgia","130","Houston","1530","Houston",20406,2539566,124541,2250743,717,0,80,55,88560,659000
"G1301550","1870","Georgia","130","Irwin","1550","Irwin",1837,73829,8510,114417,0,0,0,7756,33678,116794
"G1301570","1870","Georgia","130","Jackson","1570","Jackson",11181,847616,79998,712444,1015,800,39468,21193,66941,269792
"G1301590","1870","Georgia","130","Jasper","1590","Jasper",10439,938380,45964,884708,13811,0,1514,13476,65838,384976
"G1301630","1870","Georgia","130","Jefferson","1630","Jefferson",12190,1036830,60869,1000519,2367,0,8501,5665,66732,277825
"G1301670","1870","Georgia","130","Johnson","1670","Johnson",2964,132580,4157,226025,1217,50,32260,3566,230,78767
"G1301690","1870","Georgia","130","Jones","1690","Jones",9436,874176,33865,709305,3783,50,1623,551,38399,231309
"G1301750","1870","Georgia","130","Laurens","1750","Laurens",7834,853466,49129,650538,335,0,1365,12352,74675,315253
"G1301770","1870","Georgia","130","Lee","1770","Lee",9567,992374,50879,1013891,0,0,0,0,20454,222927
"G1301790","1870","Georgia","130","Liberty","1790","Liberty",7688,684656,55593,558291,610,0,5139,35720,41697,339529
"G1301810","1870","Georgia","130","Lincoln","1810","Lincoln",5413,331907,22271,455525,1137,0,2794,2613,38618,143709
"G1301850","1870","Georgia","130","Lowndes","1850","Lowndes",8321,842935,44080,581034,30,0,0,14497,75967,317448
"G1301870","1870","Georgia","130","Lumpkin","1870","Lumpkin",5161,304895,16480,188527,3421,0,75,11243,31902,100416
"G1301910","1870","Georgia","130","McIntosh","1910","Mcintosh",4491,438054,38913,430482,1330,100,447,1915,9971,95233
"G1301930","1870","Georgia","130","Macon","1930","Macon",11458,1067361,39166,1134431,554,0,3040,3939,66987,288557
"G1301950","1870","Georgia","130","Madison","1950","Madison",5227,122905,14082,151129,0,0,0,0,0,71988
"G1301970","1870","Georgia","130","Marion","1970","Marion",8000,578295,54823,767934,2918,0,25,3913,80136,270483
"G1301990","1870","Georgia","130","Meriwether","1990","Meriwether",13756,510380,15120,1078290,8145,0,4635,3025,65162,373648
"G1302010","1870","Georgia","130","Miller","2010","Miller",3091,224782,8323,266625,543,100,503,2342,11491,147860
"G1302015","1870","Georgia","130","Milton","2015","Milton",4284,422380,5743,185937,220,0,132,13706,29957,126335
"G1302050","1870","Georgia","130","Mitchell","2050","Mitchell",6633,779085,24038,658100,0,50,0,0,45660,205356
"G1302070","1870","Georgia","130","Monroe","2070","Monroe",17213,1712229,74475,1383147,8769,0,10535,2572,112869,489582
"G1302090","1870","Georgia","130","Montgomery","2090","Montgomery",3586,255402,23992,234103,645,0,1497,13535,42951,240707
"G1302110","1870","Georgia","130","Morgan","2110","Morgan",10696,606603,28689,620277,0,0,0,0,0,210568
"G1302130","1870","Georgia","130","Murray","2130","Murray",6500,806756,27422,326853,851,0,2576,13421,54009,141196
"G1302150","1870","Georgia","130","Muscogee","2150","Muscogee",16663,1097480,45543,849455,10670,9585,32991,4085,49447,245672
"G1302170","1870","Georgia","130","Newton","2170","Newton",14615,1329917,73131,994082,1293,0,7914,17911,87300,351001
"G1302210","1870","Georgia","130","Oglethorpe","2210","Oglethorpe",11782,975891,54368,1109340,2555,0,260,10,83540,379521
"G1302230","1870","Georgia","130","Paulding","2230","Paulding",7639,509064,26059,457566,1809,0,4569,12594,59221,169423
"G1302270","1870","Georgia","130","Pickens","2270","Pickens",5317,223894,6039,284168,2482,0,5337,26792,50788,121126
"G1302290","1870","Georgia","130","Pierce","2290","Pierce",2778,91185,8617,113641,1120,120,38,8321,31779,134367
"G1302310","1870","Georgia","130","Pike","2310","Pike",10905,1073293,35206,954712,605,0,0,7600,74387,281305
"G1302330","1870","Georgia","130","Polk","2330","Polk",7822,908923,18622,411200,65,0,505,5832,55654,168812
"G1302350","1870","Georgia","130","Pulaski","2350","Pulaski",11940,590240,47699,1026775,1988,0,4088,6156,104633,382337
"G1302370","1870","Georgia","130","Putnam","2370","Putnam",10461,1085455,55885,955720,1466,0,162,150,53629,298323
"G1302390","1870","Georgia","130","Quitman","2390","Quitman",4150,487773,15258,458780,1241,1065,1096,1618,2066,144913
"G1302410","1870","Georgia","130","Rabun","2410","Rabun",3256,182974,4846,121297,1529,0,9633,8834,6765,92333
"G1302430","1870","Georgia","130","Randolph","2430","Randolph",10561,899155,59545,817656,9473,25,19442,2376,71605,294043
"G1302450","1870","Georgia","130","Richmond","2450","Richmond",25724,795314,40833,408319,3928,16595,4433,400,26322,145399
"G1302490","1870","Georgia","130","Schley","2490","Schley",5129,697827,32080,510430,3404,0,4468,1264,2416,177900
"G1302510","1870","Georgia","130","Screven","2510","Screven",9175,395851,38867,985576,2179,1437,14036,704,46621,209788
"G1302550","1870","Georgia","130","Spalding","2550","Spalding",10205,792376,39643,670531,11747,50,16044,6872,47562,190480
"G1302590","1870","Georgia","130","Stewart","2590","Stewart",14204,1745412,78190,1575996,6176,40,5926,4845,68605,420449
"G1302610","1870","Georgia","130","Sumter","2610","Sumter",16559,1893170,103483,1724681,9500,555,7550,2385,93323,457041
"G1302630","1870","Georgia","130","Talbot","2630","Talbot",11913,962631,61262,964861,3672,0,4236,4572,78776,301526
"G1302650","1870","Georgia","130","Taliaferro","2650","Taliaferro",4796,514358,19390,411719,0,0,0,0,30546,144053
"G1302670","1870","Georgia","130","Tattnall","2670","Tattnall",4860,207661,16181,218707,1374,310,11463,9464,47847,312804
"G1302690","1870","Georgia","130","Taylor","2690","Taylor",7143,618965,37290,815703,410,92,193329,16845,54571,220695
"G1302710","1870","Georgia","130","Telfair","2710","Telfair",3245,159889,18729,275266,50,0,20774,13448,44545,199772
"G1302730","1870","Georgia","130","Terrell","2730","Terrell",9053,603325,15426,776940,0,18,0,0,79148,254290
"G1302750","1870","Georgia","130","Thomas","2750","Thomas",14523,990380,60944,1077804,3270,114,42893,10191,96243,381812
"G1302810","1870","Georgia","130","Towns","2810","Towns",2780,149280,10970,125982,2395,56,249,11289,29469,85297
"G1302850","1870","Georgia","130","Troup","2850","Troup",17632,1571308,63760,1220715,7827,0,1290,160,82165,355190
"G1302890","1870","Georgia","130","Twiggs","2890","Twiggs",8545,665028,36217,781629,2043,0,17260,1034,50701,242989
"G1302910","1870","Georgia","130","Union","2910","Union",5267,367950,10852,206190,3894,385,237,26068,55874,143932
"G1302930","1870","Georgia","130","Upson","2930","Upson",9430,883429,34321,925791,5450,30,11018,1909,53804,257330
"G1302950","1870","Georgia","130","Walker","2950","Walker",9925,1202175,67262,627874,4481,450,9317,27785,121797,324015
"G1302970","1870","Georgia","130","Walton","2970","Walton",11038,483819,44298,837535,12426,0,10,9796,129615,288025
