COUNTY,YEAR,MACHINE,LIVESTOCK,AGOUT3,TOTPOP,FARMS,FORATIO,SLAVES,FORPOP,AMEN,POPGROWTH,WHEATRAT,RYERAT,CORNRAT,OATRAT,TOBACCORAT,COTTONRAT,WOOLRAT,IRPOTATORAT,SWPOTATORAT,BARLEYRAT,BUCKWHEATRAT,BUTTERRAT,HAYRAT,DIDRAT,CSA,LAGOUT3,LMACHINE,LLIVESTOCK,LFARMS
Kerr,1860,6755,58150,11708,634,82,0.340694006,0.077287066,216,0,-0.044783603,0.00862658,0,0.0314315,0,0,0,0.039118551,0,0.004014349,0,0,0.096173557,0.017936454,0,1,9.368027648,8.81803825,10.97078116,4.406719247
Kerr,1870,10702.3125,66827.75,51443.5625,1042,130,0.12571977,0.077287066,131,1,-0.044783603,0.064611388,0.01316015,0.462761886,0.000334347,0,0.005285015,0.047309826,0.000330304,0.031312081,0,0,0.141420902,0.066290121,0.077287066,1,10.84824061,9.278215119,11.10987369,4.86753445
Kershaw,1860,141149,490916,853531,13086,450,0.005349228,0.599189974,70,0,-0.6442268,0.020074256,0.000506133,0.153152024,0.003978766,0,0.527783994,0.001422327,0.000435837,0.027197606,0,0,0.004966428,0.040345342,0,1,13.65713714,11.85757135,13.10402831,6.109247583
Kershaw,1870,19496.125,122702.9375,371665.25,11754,554,0.005019568,0.599189974,59,1,-0.6442268,0.017877808,0.001134946,0.151691341,0.004483201,0,0.434835487,0.000639124,0.000561957,0.035943567,0,0,0.002255255,0.00042767,0.599189974,1,12.82574886,9.877971007,11.71752157,6.317164687
Kewaunee,1860,47826,139923,304277,5530,1056,0.682820976,0,3776,0,0.070284393,0.378395344,0.049832883,0.031523907,0.061923839,0,0,0,0.127239325,0,0.03112953,0,0.026367422,0.137180924,0,0,12.62569375,10.7753247,11.84884755,6.962243464
Kewaunee,1870,100723.5625,191064.5,299239.875,10128,1454,0.541666667,0,5486,1,0.070284393,0.417282623,0.056824028,0.001311991,0.105695205,0.000356894,0,0.003600342,0.139276652,0.000134507,0.017125559,0.000633893,0.157995892,0.246756887,0,0,12.60900079,11.52013504,12.16036635,7.282073658
King,1870,7342.5,54934,56722.1875,2120,233,0.242924528,0,515,1,1.522897456,0.070993031,0,2.75E-05,0.107154718,0,0,0,0.536484035,0,0.04221364,0,0.233447538,0.479949755,0,0,10.94592073,8.901434663,10.91388774,5.451038454
King And Queen,1860,57015,252349,434746,10328,573,0.000193648,0.594403563,2,0,-0.633604153,0.251880408,0.003643507,0.450136401,0.011121436,0.043436857,0.000441637,0.004602688,0.005603272,0.016687905,0,0,0.008266896,0,0,1,12.98251723,10.95106967,12.43856833,6.350885717
King And Queen,1870,15993.3125,112408.3125,234810.125,9709,609,0.001235967,0.594403563,12,1,-0.633604153,0.124776902,0.012283606,0.453775662,0.036205977,2.89E-05,0,0.003788397,0.024537715,0.026277934,0,0,0.049866985,0.000184617,0.594403563,1,12.36653249,9.679925945,11.62989317,6.411818268
King George,1860,56531,203691,376518,6571,327,0.000304368,0.558971237,2,0,-0.627305063,0.315897248,0.013749675,0.375875788,0.024992165,0.012825416,0,0.004860325,0.005200283,0.004788616,0,5.31E-06,0.006908036,0.118562725,0,1,12.83872113,10.94254444,12.22435942,5.789960171
King George,1870,17032.8125,100387.375,196627.75,5742,956,0.002786486,0.558971237,16,1,-0.627305063,0.182281087,0.023487453,0.382955305,0.025481449,0.001313212,0,0.002445494,0.019098179,0.006325277,0,0.000101334,0.056816406,0.001763739,0.558971237,1,12.18906763,9.74289691,11.51679173,6.862757913
King William,1860,80172,232290,511852,8530,544,0.002344666,0.647713951,20,0,-0.594748012,0.295116557,0.004026555,0.360072834,0.013773513,0.069875667,0.011253253,0.004253183,0.009342544,0.012779085,0,1.76E-05,0.00783625,0.035615764,0,1,13.1457908,11.29192961,12.35574187,6.298949247
King William,1870,28933.4375,134388.375,287717.375,7515,541,0.002528277,0.647713951,19,1,-0.594748012,0.246722117,0.008368473,0.427487565,0.049364068,0.009726385,0,0.001955982,0.041943452,0.023247623,0,0,0.049121799,0.008789007,0.647713951,1,12.56973394,10.27275321,11.80848921,6.293419279
Kings,1860,134210,215171,761792,279122,517,0.390786108,0,109077,0,0.095057325,0.035979637,0.004717823,0.075679451,0.00464825,0,0,0,0.310847318,0,0,3.41E-05,0.027707038,0.095808305,0,0,13.54342883,11.80716102,12.27918834,6.248042875
Kings,1870,149988.4375,198836,754457,419921,298,0.366285563,0,153811,1,0.095057325,0.007381733,0.001430837,0.030739989,0.001923569,0,0,0,0.513669434,2.99E-05,0.000450655,0,0.000777698,0.039397408,0,0,13.53375356,11.91831349,12.20023564,5.697093487
Kinney,1860,535,24,9068,61,9,0.393442623,0,24,0,2.983153491,0.928539921,0,0,0,0,0,0.071460079,0,0,0,0,0,0,0,1,9.112507012,6.282266747,3.17805383,2.197224577
Kinney,1870,3437.5,65470.625,18270.3125,1204,28,0.38538206,0,464,1,2.983153491,0,0,0.492952707,0,0,0,0.037582608,0.021313264,0,0,0,0.114694262,0,0,1,9.813032754,8.142499742,11.08935685,3.33220451
Kitsap,1870,130.625,6338.75,1581.25,866,45,0.498845266,0,432,1,0.224016533,0,0,0,0,0,0,0,0.134324111,0,0,0,0,0.456916996,0,0,7.365970952,4.872330623,8.754436867,3.80666249
Klamath,1860,4150,117505,48956,1803,57,0.62562396,0,1128,0,-0.327726379,0.297430346,0.003145682,0.020712477,0.099844759,0,0,0,0.082114552,0,0,0,0.005841981,0.027371517,0,0,10.79867721,8.330863613,11.67423616,4.043051268
Klamath,1870,1965.5625,54144.0625,81089.9375,1686,86,0.529655991,0,893,1,-0.327726379,0.030267627,0.00523166,0.009651012,0.012594041,0,0,0.000197114,0.08336403,9.93E-05,0.005765204,0,0.029483005,0.123490661,0,0,11.30331416,7.583533743,10.8994036,4.454347296
Klikatat,1870,2260.5,68568.5,148042.125,329,61,0.121580547,0,40,1,-0.077291674,0.0127715,0.002751447,0.000298564,0.007653565,0,0,0,0.006566266,0,0.01873487,0,0.019793495,0.044411346,0,0,11.90525214,7.723341307,11.13558852,4.110873864
Knox,1860,320648,1508794,2496815,28663,2548,0.12444615,0,3567,0,-0.074028217,0.159368636,0.003079123,0.543433134,0.029948554,0.000185837,0,0.00244111,0.01706414,0.000688077,0.004076393,0.000948809,0.029792756,0.095054299,0,0,14.73052648,12.67809923,14.22682121,7.843064017
Knox,1860,102613,475164,628344,16056,1126,0.125186846,0,2010,0,-0.225655064,0.215097144,0.001764957,0.418808805,0.009119209,4.77E-06,0,0.010710694,0.013282533,0.004018499,0.002302879,0.000483811,0.033005806,0.070765377,0,0,13.35084307,11.53871991,13.07141529,7.026426809
Knox,1860,22109,273618,370309,7707,810,0.000519009,0.063448813,4,0,-0.500386712,0.063230977,0.008228263,0.439187273,0.018581779,0.000348358,0,0.007477539,0.013888401,0.014717439,0,0.00017823,0.030523158,0.017315269,0,1,12.82209307,10.00374004,12.51948825,6.697034248
Knox,1860,133122,440117,695452,32716,1762,0.031849859,0,1042,0,-0.345609159,0.004988123,0.008595848,0.047341873,0.019259417,0,0,0.019890661,0.098564674,0,0.02224165,0.000805232,0.105939734,0.425224171,0,0,13.45231727,11.79902128,12.99479588,7.474204806
Knox,1860,66944,245157,526610,8727,794,0.042855506,0.032542684,374,0,-0.274204357,0.013393213,0.001384326,0.52508118,0.009817512,0.023370236,0,0.012910883,0.015371907,0.000573479,6.46E-05,0.006699455,0.039668825,0.119819221,0,1,13.17421552,11.11161173,12.4096541,6.677083461
Knox,1860,317874,1338190,1420487,27735,2437,0.057724896,0,1601,0,-0.443649481,0.052639693,0.006918754,0.345232304,0.071303011,0.003705771,0,0.079488936,0.03301403,0.000174588,0.003703659,0.031657453,0.066064667,0.148696891,0,0,14.16651033,12.66941036,14.10682851,7.798523054
Knox,1860,202253,846253,974786,22813,1291,0.03879367,0.103888134,885,0,-0.279651521,0.144707659,0.001124349,0.367846892,0.041651193,0.002441562,0,0.003559756,0.008903493,0.021921735,5.44E-05,0.000264673,0.015869124,0.057693689,0,1,13.78997324,12.21727467,13.64857365,7.163172391
Knox,1870,491226.3125,2195989.125,2701608.938,39522,3382,0.194296847,0,7679,1,-0.074028217,0.106023753,0.033833666,0.521291539,0.125413917,0,0,0.004427906,0.038761928,0.000228245,0.004003003,0.000351651,0.09280625,0.283554103,0,0,14.80935806,13.10466022,14.60214313,8.126222529
Knox,1870,129189.5,667667,1090897.5,21562,1824,0.098042853,0,2114,1,-0.225655064,0.359362818,0.002373903,0.457227815,0.021981726,0.000763802,0,0.011444351,0.030006834,0.002590115,0.000701257,0.000746664,0.04791237,0.097106236,0,0,13.90251131,11.7690356,13.41154483,7.508787171
Knox,1870,20682.75,178747.25,208766.9375,8294,701,0.000361707,0.063448813,3,1,-0.500386712,0.068098906,0.005984473,0.533953706,0.07552968,0.003123263,0,0.015257473,0.038288247,0.020452089,0,0.000202336,0.143129402,0.068662213,0.063448813,1,12.24897378,9.937055299,12.09372808,6.552507887
Knox,1870,101455.75,471523.25,674696.6875,30823,1827,0.034973883,0,1078,1,-0.345609159,0.005735674,0.003143894,0.011903719,0.007823782,0,0,0.015089296,0.200087848,0,0.031821929,0.000712307,0.223597896,0.599976712,0,0,13.42201852,11.52737802,13.06372369,7.510430556
Knox,1870,23519.375,1032977,759136.125,10974,2027,0.055221432,0.032542684,606,1,-0.274204357,0.087329265,0.010005024,0.392500831,0.142634709,0.001354434,0,0.018391405,0.038086181,0,0.000352704,0,0,0.362898354,0.032542684,1,13.53993639,10.06557983,13.84795548,7.614312146
Knox,1870,314235.625,1247644.063,2104759.25,26333,3167,0.047279079,0,1245,1,-0.443649481,0.190816617,0.00779811,0.302220028,0.089918075,0.001146943,0,0.071364868,0.03273016,0.000226803,0.002341907,0.001896358,0.144699897,0.279902084,0,0,14.55971165,12.65789838,14.03676758,8.060540047
Knox,1870,107844,577697.3125,767545.625,28990,2397,0.028458089,0.103888134,825,1,-0.279651521,0.204914568,0.007646783,0.371631224,0.145125197,0.003353031,0.000101206,0.007614943,0.023708058,0.025426,1.11E-05,6.23E-06,0.110231764,0.108552114,0.103888134,1,13.5509532,11.58844102,13.26680533,7.781973234
Kosciusko,1860,132199,659438,920514,17418,1646,0.032380296,0,564,0,-0.126858012,0.271260405,0.001486126,0.228741768,0.020283233,0.000164039,0,0.01279068,0.043228023,0.000625737,0.001679496,0.004594172,0.067727378,0.119973189,0,0,13.73268749,11.79206364,13.39914324,7.406103381
Kosciusko,1870,171157.9375,765949.25,1090491.875,23531,2477,0.030937912,0,728,1,-0.126858012,0.504031339,0.002582958,0.13200135,0.029018217,8.90E-06,0,0.017595234,0.049183805,0.000173477,0.000287623,0.001351365,0.156651038,0.238582475,0,0,13.90213941,12.05034202,13.54887119,7.814803429
Kossuth,1860,1825,12025,22245,416,44,0.127403846,0,53,0,1.81452468,0.035153967,0,0.105416948,0.012362329,0,0,0,0.117149921,0,0,0,0.103618791,0.55702405,0,0,10.00987254,7.509335266,9.394743095,3.784189634
Kossuth,1870,33175.3125,111350.9375,156501.8125,3351,250,0.170396896,0,571,1,1.81452468,0.347269588,0,0.216427142,0.186354072,0,0,0.002184511,0.047270328,0,0.012459281,0.00275,0.209683904,0.687128783,0,0,11.96082287,10.40956128,11.62044209,5.521460918
La Crosse,1860,111922,239160,453265,12186,856,0.414409979,0,5050,0,0.119338914,0.367899573,0.000558172,0.154788038,0.1249203,0,0,0,0.104428976,0,0.00812549,0.000809681,0.03108998,0.1980122,0,0,13.02423222,11.62555748,12.38488806,6.752270376
La Crosse,1870,126082,414665.625,728738.3125,20297,1394,0.423806474,0,8602,1,0.119338914,0.829851251,0.024069196,0.137362834,0.168831771,0,0,0.008279705,0.064632814,0,0.030308891,0.003195707,0.129993272,0.303321022,0,0,13.49906998,11.74468777,12.93522775,7.239932591
Laclede,1860,12696,197424,219365,5182,304,0.004245465,0.058857584,22,0,0.095362455,0.125402867,0.002748843,0.497472249,0.030743282,0.008096096,0.012764115,0.011843275,0.012650149,0.000319103,0,1.82E-05,0.029662891,0.043762679,0,1,12.29849229,9.449042262,12.19310898,5.717027701
Laclede,1870,15723.125,249022.125,302002.9375,9380,804,0.036673774,0.058857584,344,1,0.095362455,0.230702127,0.002369662,0.546087668,0.082375523,0.010197748,0,0.012329701,0.065341669,0.00367311,0,0.000298212,0.109681516,0.088565198,0.058857584,1,12.61819202,9.662887838,12.42529703,6.689599269
Lafayette,1860,70945,461447,1085752,8464,477,0.002126654,0.509333648,18,0,-0.460356436,0.002873584,7.64E-05,0.131519905,0.000232097,2.12E-05,0.780421312,0.000400644,0.000903521,0.014413973,0,0,0.003849866,0,0,1,13.89778339,11.16966021,13.04212248,6.167516491
Lafayette,1860,6544,46937,81839,2068,65,0.001450677,0.27901354,3,0,-0.684514033,0,0.000109972,0.149610821,0.000354354,0.000195506,0.538423001,0.000183287,0.00068427,0.061743179,0,0,0.004007869,0,0,1,11.31250918,8.786303878,10.75656156,4.17438727
Lafayette,1860,124635,350835,1052031,9003,458,0.02310341,0.495723648,208,0,-0.388519653,0.000193911,0,0.223849868,0,0.000144482,0.526068148,0.002184346,0.000489529,0.024743567,0,0,0.000536106,0.029601789,0,1,13.86623314,11.73314474,12.76807131,6.126869184
Lafayette,1860,156510,768630,1625632,16125,913,0.00496124,0.442108527,80,0,-0.40884042,0.021991447,0.002018907,0.182255886,0.000204228,0,0.569339186,0.0012469,0.002849353,0.021874569,3.08E-06,0,0.008301387,9.17E-05,0,1,14.30140722,11.96087518,13.55236499,6.816735881
Lafayette,1860,209513,1080333,1701839,20098,1198,0.087023584,0.317145985,1749,0,-0.355472075,0.026499569,0.000199784,0.474999692,0.011085655,0.008413252,0,0.004397596,0.010563279,0.002276949,0.00053119,0.000536478,0.02737803,0.045095335,0,1,14.34721999,12.25254107,13.89277988,7.088408779
Lafayette,1860,192631,571098,1120657,18134,1406,0.338921363,0,6146,0,-0.231114789,0.320374566,7.94E-05,0.170219791,0.159562649,0,0,0.001965811,0.037863503,0,0.009507816,0.000217729,0.036475032,0.157332708,0,0,13.92942568,12.16853172,13.2553161,7.248504072
Lafayette,1870,38288.9375,241001.75,670003.8125,9139,1328,0.002954371,0.509333648,27,1,-0.460356436,0.000114865,0,0.191703506,8.99E-05,0,0.554887111,6.36E-05,0.002601621,0.026796736,0,0,0.010267039,0,0.509333648,1,13.41503868,10.5529163,12.39255947,7.19142933
Lafayette,1870,2930.8125,42990.0625,71559.125,1783,208,0.001121705,0.27901354,2,1,-0.684514033,0,0,0.206774468,0.004741114,0,0.104211448,0,0.000118727,0.114519287,0,0,0.024693958,0,0.27901354,1,11.17827931,7.983034967,10.66872426,5.33753808
Lafayette,1870,61252.125,314549.125,585813.9375,10388,667,0.022237197,0.495723648,231,1,-0.388519653,0,0,0.211279371,0,5.63E-05,0.413319903,0.005451338,0.00459621,0.064644442,0,0,0.026123049,0.024740535,0.495723648,1,13.28075751,11.02275382,12.65889554,6.502790046
Lafayette,1870,46644.125,549931.25,1461169.188,18802,2551,0.014041059,0.442108527,264,1,-0.40884042,0.012714859,1.49E-05,0.167371857,0.004904846,0,0.239419147,0.000370869,0.002273478,0.013096676,0.000229782,0,0.006857727,9.89E-06,0.442108527,1,14.19474749,10.75030226,13.21754855,7.844240718
Lafayette,1870,187591.9375,994563.625,1242246.5,22623,1603,0.085355612,0.317145985,1931,1,-0.355472075,0.352932916,0.005470581,0.65976078,0.093072373,0.008880923,0,0.005915251,0.05206073,0.002606983,0.006375788,2.57E-05,0.047245973,0.084821652,0.317145985,1,14.03243199,12.14202434,13.81005935,7.379632153
Lafayette,1870,284532.875,1154112.438,1927989.938,22659,2412,0.296747429,0,6724,1,-0.231114789,0.278827181,0.001259698,0.34912815,0.338827941,0,0,0.007494727,0.072830005,0,0.033419106,0.001281903,0.136226984,0.290418035,0,0,14.47198854,12.55860408,13.95884215,7.788211558
Lafourche,1860,568292,422822,1696340,14044,281,0.040444318,0.4553546,568,0,-0.456567033,0,0,0.075161819,0,0,0.013468998,0.000100216,0.002839053,0.011827818,0,0,0.000169188,0.015890093,0,1,14.34398355,13.25039065,12.95470657,5.638354669
Lafourche,1870,210614.9375,205410.5625,809063.0625,14719,147,0.020857395,0.4553546,307,1,-0.456567033,0,0,0.116393152,0,0,0.000240031,0,0.003263197,0.011565625,0,0,0,0,0.4553546,1,13.60363214,12.2577868,12.232766,4.990432587
Lagrange,1860,111993,478262,785687,11366,1258,0.04504663,0,512,0,-0.224143346,0.300865357,0.005758018,0.180547724,0.023043528,2.16E-05,0,0.020127608,0.056346866,0.000123459,0.000623658,0.004374516,0.060438826,0.172600539,0,0,13.57431377,11.62619165,13.07791398,7.137278437
Lagrange,1870,164768.3125,588246.3125,885202.3125,14148,1751,0.048982188,0,693,1,-0.224143346,0.523677168,0.001496867,0.202596217,0.028411403,0,0,0.030210429,0.095628539,1.91E-05,0.001456673,0.001691775,0.104868986,0.296100164,0,0,13.6935715,12.0122956,13.28490104,7.467942332
Lake,1860,85316,359830,614439,9145,871,0.289666484,0,2649,0,-0.159868361,0.109984881,0.001990434,0.138379888,0.059631631,0.000408503,0,0.002325699,0.036185854,6.35E-05,0.002416839,0.003663504,0.104244685,0.418847111,0,0,13.32846494,11.35411729,12.79338698,6.769641977
Lake,1860,127414,649659,1016893,15576,1346,0.097008218,0,1511,0,-0.31381626,0.060892346,0.005499104,0.211922002,0.040701431,0.000442524,0,0.050271759,0.11935474,6.98E-05,0.007982157,0.01068549,0.07539928,0.242101185,0,0,13.83226246,11.75519691,13.38420289,7.20489251
Lake,1870,136931.4375,703546.9375,666135.9375,12339,1350,0.291514709,0,3597,1,-0.159868361,0.098979677,0.00754322,0.148276702,0.23497222,0,0,0.0166596,0.078136196,0,0.006066179,0.004145708,0.319048122,0.889252879,0,0,13.40924904,11.82723562,13.46388987,7.207859871
Lake,1870,446.875,996.875,2406.25,135,3,0.155555556,0,21,1,-0.802346473,0.095085714,0,0,0,0,0,0,0.191251948,0,0.007064935,0,0,2.672311688,0,0,7.785824798,6.102278913,6.904625386,1.098612289
Lake,1870,171484.5,619276.625,940904.25,15935,1626,0.104926263,0,1672,1,-0.31381626,0.093029232,0.002189378,0.130853825,0.092748694,0,0,0.023372066,0.527412093,0.000100956,0.012428789,0.002450537,0.165838926,0.338004691,0,0,13.75459666,12.05224816,13.33630734,7.39387829
Lamar,1860,76583,604569,519040,10136,615,0.005327545,0.279498816,54,0,-0.079468319,0.040141415,0.000385327,0.283854809,0.024134941,7.90E-05,0.387577065,0.012166692,0.001770576,0.018707614,0.000897811,3.08E-05,0.017224106,0.005485126,0,1,13.15973623,11.2461304,13.31227109,6.421622268
Lamar,1870,39292.6875,325394.4375,564979.9375,15790,752,0.005256491,0.279498816,83,1,-0.079468319,0.009921768,2.85E-05,0.436595538,0.006928954,0.000349384,0.464240414,0.001804747,0.004984998,0.023291685,3.76E-05,0,0.019630626,2.56E-05,0.279498816,1,13.2445455,10.57879371,12.69279338,6.622736324
Lamoille,1860,201469,625141,1077765,12311,1480,0.051661116,0,636,0,-0.343381089,0.012554685,0.004861913,0.036768683,0.060051124,0,0,0.025171536,0.166054752,0,0.000552068,0.007075754,0.131511044,0.400057526,0,0,13.89040001,12.2133908,13.3457325,7.299797367
Lamoille,1870,143998.9375,728976.875,1045405.625,12448,1610,0.072622108,0,904,1,-0.343381089,0.018162596,0.002109899,0.030758128,0.06914473,0,0,0.01062256,0.225649235,0,0.002257927,0.015418444,0.35875837,0.574596583,0,0,13.85991553,11.8775612,13.49939729,7.383989458
Lampasas,1860,12074,183933,20890,1028,57,0.005836576,0.148832685,6,0,-0.265349746,0.288846338,0.000430828,0.129727142,0.005840115,0,0.034466252,0.022211584,0,0.002872188,0,0,0.053997128,0,0,1,9.947025855,9.398809659,12.12232684,4.043051268
Lampasas,1870,2603.5625,71194.75,41990.4375,1344,90,0.008928571,0.148832685,12,1,-0.265349746,0.060730017,0.001418656,0.563300632,0.000512021,0,0.024049285,0.137459868,0.000505829,0.022832699,0,0,0.114598234,0.003785386,0.148832685,1,10.64519719,7.864635978,11.17317436,4.49980967
Lancaster,1860,1596332,3744621,8469560,116314,6639,0.08375604,0,9742,0,-0.372865061,0.283611663,0.007902536,0.203252471,0.088545332,0.023632278,0,0.000352202,0.018455622,0.001811782,0.002566249,0.000816807,0.045177435,0.190933177,0,0,15.95198912,14.28321906,15.13583097,8.800716629
Lancaster,1860,107034,454488,915587,11797,797,0.002966856,0.478935323,35,0,-0.545632225,0.034291662,0.0006018,0.18158187,0.00921813,0.000180212,0.556810003,0.001108578,0.001707102,0.01394406,1.09E-06,2.18E-06,0.005837785,0.018188332,0,1,13.72732067,11.58090182,13.02692679,6.680854679
Lancaster,1860,60143,131475,237251,5151,326,0.002135508,0.556979227,11,0,-0.46506478,0.347644478,0.000290831,0.34861813,0.016657464,0.002419379,0,0.002849303,0.011152745,0.025104215,0,0.000130663,0.007464668,0.000590092,0,1,12.37687393,11.00448034,11.786572,5.786897381
Lancaster,1870,1688263.5,4155397.813,8143443,121340,7477,0.062172408,0,7544,1,-0.372865061,0.265306642,0.008723242,0.180123935,0.102627121,0.032072509,0,0.000547732,0.036493967,0.003343292,0.001620893,0.000307899,0.115204988,0.220358054,0,0,15.91272362,14.33921104,15.23991872,8.919586921
Lancaster,1870,11781,142038.1875,576101.625,12087,639,0.002399272,0.478935323,29,1,-0.545632225,0.028652723,0.01218745,0.090363849,0.012043101,1.13E-05,0.230167308,0.000676672,0.00205972,0.011084963,0,0,0.020033361,0.002182167,0.478935323,1,13.26403936,9.374243343,11.86385123,6.459904454
Lancaster,1870,9488.875,62904.875,77217.25,5355,417,0.00280112,0.556979227,15,1,-0.46506478,0.174794104,0.001980775,0.73362882,0.12554086,0,0,0.002377629,0.008325394,0.007526945,0,0,0.000246707,0,0.556979227,1,11.25437816,9.157875339,11.04937894,6.033086222
Lane,1860,63294,460879,180155,4780,355,0.020083682,0,96,0,-0.160127434,0.299303378,0.000305293,0.012661319,0.099691932,3.89E-05,0,0.019705254,0.029380256,0,0.004390664,0,0.038511282,0.062335211,0,0,12.10157287,11.05554582,13.04089081,5.872117789
Lane,1870,103534.0625,458233.1875,425977.0625,6426,776,0.021008403,0,135,1,-0.160127434,0.719667482,9.45E-05,0.003369195,0.237948164,4.55E-05,0,0.087498246,0.0539422,0,0.049260751,0.00017026,0.13882563,0.182534359,0,0,12.96214078,11.54765594,13.03513348,6.65415252
Lapeer,1860,168860,563103,731527,14754,1531,0.208689169,0,3079,0,-0.032028646,0.195419991,0.012143092,0.073290528,0.041008739,0.00017771,0,0.039342362,0.07177042,0,0.009491106,0.009994163,0.113844055,0.211018869,0,0,13.50288941,12.03682525,13.24121784,7.333676396
Lapeer,1870,240339,812541.8125,1254781.688,21345,1876,0.260529398,0,5561,1,-0.032028646,0.296323929,0.000554296,0.099984182,0.103058605,0.000108226,0,0.042670162,0.086319934,0,0.025460405,0.00781577,0.19638031,0.343578293,0,0,14.04247216,12.38980571,13.60792265,7.53689713
LaPorte,1860,148480,523706,1051313,22919,1260,0.218508661,0,5008,0,-0.226515944,0.409111273,0.000272041,0.214343397,0.026421247,0.000102729,0,0.004114854,0.044742146,0.001147137,0.004864393,0.00280221,0.057574671,0.123789014,0,0,13.86555042,11.90820555,13.16868574,7.138867
LaPorte,1870,221240.9375,744082.625,1267426.188,27062,2118,0.245436405,0,6642,1,-0.226515944,0.425885724,0.005926542,0.161771062,0.05031751,0,0,0.008280951,0.084804068,8.57E-05,0.002915988,0.002165702,0.096425218,0.254619838,0,0,14.05249878,12.3070076,13.51990736,7.658227526
Larue,1860,56587,391165,442639,6891,667,0.01233493,0.130605137,85,0,-0.341428876,0.144639311,0.012486473,0.485732165,0.011128708,0.07730453,0,0.006093001,0.007694758,0.008467397,6.55E-05,4.07E-05,0.013390144,0.024737992,0,1,13.00050982,10.94353456,12.87688474,6.502790046
Larue,1870,52960.1875,318684.4375,397700.1875,8235,937,0.006435944,0.130605137,53,1,-0.341428876,0.160921423,0.024066999,0.411114918,0.076557696,0.089780445,0,0.01048094,0.018418317,0.01063482,0,0,0.106304411,0.044145692,0.130605137,1,12.8934537,10.87729573,12.67195667,6.842683282
Lauderdale,1860,154512,845171,1160968,17420,996,0.008553387,0.38673938,149,0,-0.707241374,0.034045727,0.002207641,0.256197415,0.008952012,0.000273048,0.456860137,0.002690858,0.004470407,0.014988355,0,2.58E-06,0.007355069,0.017950538,0,1,13.9647647,11.94802704,13.64729425,6.903747258
Lauderdale,1860,139059,657607,1117762,13313,962,0.009539548,0.382182829,127,0,-0.521547256,0.002967537,0.000309547,0.196826337,0.000608358,1.34E-05,0.545375491,0.001817918,0.002918331,0.053770839,8.95E-07,0,0.005418864,0.000446428,0,1,13.92683903,11.84265358,13.39636277,6.869014451
Lauderdale,1860,67461,462579,616639,7559,461,0.002778145,0.37756317,21,0,-0.136889463,0.03074246,0.000942204,0.280309873,0.000212442,0.012041081,0.498807244,0.001318438,0.006357042,0.021819898,0,0,0.007910625,0.004545609,0,1,13.33203904,11.11930493,13.04457263,6.133398043
Lauderdale,1870,19803.4375,344073.8125,583707.4375,15091,1850,0.005897555,0.38673938,89,1,-0.707241374,0.042985644,0.000394427,0.398351272,0.009227534,0.000284831,0.363109781,0.004428153,0.005583146,0.006768699,0,0,0.022392358,0,0.38673938,1,13.27715517,9.893610813,12.74861148,7.522940918
Lauderdale,1870,27686.3125,195373.0625,379885,13462,553,0.014708067,0.382182829,198,1,-0.521547256,2.74E-05,2.12E-05,0.191979152,0.009495689,0,0.376555326,0.000714706,0.000764126,0.050649828,6.71E-06,0,0.038605981,3.80E-05,0.382182829,1,12.84762385,10.22869344,12.18266615,6.315358002
Lauderdale,1870,73548.75,408388.75,823607.8125,10838,1113,0.004521129,0.37756317,49,1,-0.136889463,0.023574036,9.77E-05,0.280207007,0.002853239,0.000247326,0.298842576,0.000120487,0.00245683,0.005475434,0,0,0.00940741,0.000666701,0.37756317,1,13.62144974,11.20570373,12.91997482,7.014814351
Laurel,1860,22604,165520,212936,5488,556,0.001639942,0.033892128,9,0,-0.411305759,0.08477195,0.005748206,0.4107854,0.034625427,0.008828944,0,0.010392794,0.016587144,0.012365218,1.41E-05,0.000784273,0.024547282,0.031305181,0,1,12.26874693,10.02588216,12.01684731,6.320768294
Laurel,1870,8000.4375,161099.125,260986,6016,805,0.001163564,0.033892128,7,1,-0.411305759,0.056370227,0.003494689,0.271488432,0.074212755,0.006609734,0,0.011568437,0.031460216,0.013303261,0,0.000198497,0.067596821,0.067436951,0.033892128,1,12.47222205,8.987251507,11.98977514,6.690842277
Laurens,1860,36692,342244,601663,6998,392,0.001143184,0.467133467,8,0,-0.439905598,0.008541326,0.001042112,0.192790649,0.000380612,0.00016953,0.553186751,0.004952939,0.000658176,0.055035792,0,4.99E-06,0.002242119,0,0,1,13.30745277,10.51031403,12.74327921,5.97126184
Laurens,1860,268959,1214797,1663447,23858,1271,0.001760416,0.553273535,42,0,-0.618328021,0.068308759,0.001196912,0.16965013,0.015588113,7.57E-05,0.458835178,0.001685055,0.003259497,0.028279831,0.000653462,0,0.009661865,0.00061078,0,1,14.32440251,12.50231423,14.01008754,7.147559271
Laurens,1870,33776.1875,216736.4375,447244.875,7834,520,0.001787082,0.467133467,14,1,-0.439905598,0.003213631,0.000120594,0.203814432,0.006718557,0,0.373858281,0.011281551,0.000726609,0.032810538,0,0,0.00773424,9.69E-05,0.467133467,1,13.01086154,10.42751132,12.28643732,6.253828812
