GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G0600750","1860","California","060","San Francisco","0750","San Francisco",0,0,0,3271,0,0,0,0,12374,6050,11520,116,0,0,548,0,31913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600770","1860","California","060","San Joaquin","0770","San Joaquin",454139,3992,2569,425,0,0,0,6566,37,5239,960,261481,0,14,6558,340,127195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"G0600790","1860","California","060","San Luis Obispo","0790","San Luis Obispo",21517,8940,16293,4607,0,0,0,46818,934,6070,0,19563,174,0,1046,572,7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600810","1860","California","060","San Mateo","0810","San Mateo",168812,1368,1278,16342,5,0,0,1356,2104,29137,595,31877,1099,280,17038,943,109710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600830","1860","California","060","Santa Barbara","0830","Santa Barbara",10098,0,0,1428,0,0,0,27036,0,1184,0,6409,1040,2954,83,2,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600850","1860","California","060","Santa Clara","0850","Santa Clara",560179,1386,1822,5862,0,0,0,3420,88,1709,24,67400,0,1042,18444,7244,126477,0,0,0,0,0,0,0,0,0,0,0,0,0,185,84,418
"G0600870","1860","California","060","Santa Cruz","0870","Santa Cruz",169456,618,7968,7439,4,0,0,4478,16779,27650,0,62718,1947,0,2664,620,32903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
"G0600890","1860","California","060","Shasta","0890","Shasta",33340,23,1994,445,0,0,0,0,1022,5284,13140,0,0,0,2877,40,43485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600910","1860","California","060","Sierra","0910","Sierra",0,0,0,0,0,0,0,0,0,5654,0,0,0,0,33,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600930","1860","California","060","Siskiyou","0930","Siskiyou",55048,0,2362,32535,0,0,0,207,731,19981,0,14782,8,0,8790,481,76720,0,411,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"G0600950","1860","California","060","Solano","0950","Solano",436352,0,1546,1020,0,0,0,43369,1,0,0,89283,0,867,9983,1212,141859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
"G0600970","1860","California","060","Sonoma","0970","Sonoma",282095,326,34688,63729,3,0,0,14080,5680,119020,62,72970,1978,557,25198,5643,160772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600990","1860","California","060","Stanislaus","0990","Stanislaus",23049,496,2726,0,0,0,0,6885,304,0,0,19660,0,0,1354,395,54645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"G0601010","1860","California","060","Sutter","1010","Sutter",144131,100,3800,0,0,0,0,14951,219,1199,0,92433,1274,385,2316,740,67531,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
"G0601030","1860","California","060","Tehama","1030","Tehama",211441,1321,3873,1972,14,23,0,5882,337,2074,2093,89610,0,0,883,207,58876,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
"G0601050","1860","California","060","Trinity","1050","Trinity",7228,122,413,351,0,0,0,0,470,12801,0,684,29,0,749,27,9067,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601070","1860","California","060","Tulare","1070","Tulare",41073,116,2923,345,0,0,0,3042,432,1505,795,16970,0,0,3269,599,8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601090","1860","California","060","Tuolumne","1090","Tuolumne",13660,709,298,136,0,0,0,27,186,4594,0,2989,0,1631,888,0,46612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601130","1860","California","060","Yolo","1130","Yolo",431423,1451,6698,1252,0,36,0,26425,180,32109,6725,269688,36,14,14943,4585,237922,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5
"G0601150","1860","California","060","Yuba","1150","Yuba",175197,820,15980,2033,0,0,0,17548,2231,4762,41,82464,21523,610,6045,133,115851,251,278,5,0,0,0,0,0,0,0,0,0,0,0,9,49
"G0900010","1860","Connecticut","090","Fairfield","0010","Fairfield",19083,100495,340724,132984,0,7437,0,10347,510,121454,3,558,27981,4313,203581,11229,860040,1536,1225,31,300,0,0,80,16,0,0,0,0,0,0,177,1164
"G0900030","1860","Connecticut","090","Hartford","0030","Hartford",12870,104765,302529,75930,0,506577,0,12137,1795,184369,5,886,20352,1795,196256,33275,903526,573,241,6,0,0,0,0,0,0,390,0,12,0,0,263,1300
"G0900050","1860","Connecticut","090","Litchfield","0050","Litchfield",18754,87806,275861,160502,0,88342,0,30120,947,120039,9,1912,32212,873,231166,264748,1131980,2386,1486,29,0,0,0,154,39,0,3367,0,1746,0,0,319,2540
"G0900070","1860","Connecticut","090","Middlesex","0070","Middlesex",10694,50202,125074,24976,0,51989,0,8436,1299,62145,0,289,14584,969,85628,2990,472410,74,625,12,0,0,0,0,0,0,5,0,0,0,0,138,717
"G0900090","1860","Connecticut","090","New Haven","0090","New Haven",9803,117201,292504,69008,0,18414,0,12721,8721,131708,1290,2389,29437,3132,148220,15155,823310,820,572,59,150,0,0,3,121,36,178,0,81,0,356,335,1351
"G0900110","1860","Connecticut","090","New London","0110","New London",1415,32457,248098,74756,0,39,0,25845,8468,89828,75,5754,16149,527,132293,29940,652062,1862,6860,2,0,0,0,0,0,0,2,0,10,0,0,130,751
"G0900130","1860","Connecticut","090","Tolland","0130","Tolland",2229,19567,81417,30782,0,47217,0,7524,1461,52762,0,757,12352,306,54014,11874,325985,1378,232,4,0,0,0,0,0,0,0,0,0,0,0,144,763
"G0900150","1860","Connecticut","090","Windham","0150","Windham",4278,25778,187646,85615,0,0,0,17184,3440,117606,0,1191,32397,248,91978,59614,623665,58905,25617,1,0,0,0,0,0,179,41,0,201,0,0,67,824
"G1000010","1860","Delaware","100","Kent","0010","Kent",319886,13171,1002143,120793,0,6,0,4208,2716,78647,25400,330,3308,40,62459,0,74933,1956,1242,22,0,0,0,1320,3243,0,0,0,0,0,698,131,2717
"G1000030","1860","Delaware","100","New Castle","0030","New Castle",664040,1659,845053,256916,0,348,0,3023,1325,128150,4293,2064,1570,138,225717,701,404374,15778,2021,53,0,0,0,0,24,0,0,0,0,0,645,38,465
"G1000050","1860","Delaware","100","Sussex","0050","Sussex",129862,4488,1033134,20117,0,34,0,4818,2356,69093,42836,12,1665,0,40839,23,58651,25,34,0,0,0,0,789,156,0,0,0,0,0,109,548,6739
"G1100010","1860","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",13015,5328,37186,10046,0,1368,0,18,2737,11726,2691,102,231,33,1563,0,27857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,77
"G1200010","1860","Florida","120","Alachua","0010","Alachua",0,91,60185,329,256,726,178272,743,18365,439,27583,1,0,26,2727,12,7017,0,0,0,0,0,0,0,0,0,0,6663,0,6066,0,87,589
"G1200090","1860","Florida","120","Brevard","0090","Brevard",0,0,642,0,0,0,0,0,1547,222,2023,0,0,0,206,5,0,0,0,0,0,0,0,0,0,0,0,163,0,33,0,0,0
"G1200130","1860","Florida","120","Calhoun","0130","Calhoun",0,0,19072,0,0,10062,29376,157,2333,19,8563,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,488,0,1245,0,154,627
"G1200190","1860","Florida","120","Clay","0190","Clay",0,0,11545,0,4,9,8544,65,1194,41,8232,0,0,0,81,0,48916,0,0,0,0,0,0,0,0,0,0,894,0,962,0,1,0
"G1200230","1860","Florida","120","Columbia","0230","Columbia",50,434,54700,3003,225,1800,61632,365,20014,443,2411,0,0,0,1265,1,5396,0,0,0,0,0,0,0,0,0,0,9913,0,2242,0,127,610
"G1200250","1860","Florida","120","Dade","0250","Dade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","1860","Florida","120","Duval","0310","Duval",0,5,14515,3,47,0,8064,119,2794,287,12039,0,0,0,270,0,1200,0,0,0,0,0,0,0,0,0,0,2519,0,1473,0,1,2
"G1200330","1860","Florida","120","Escambia","0330","Escambia",0,6,2663,0,512,0,0,248,1212,26,3389,0,0,0,119,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200370","1860","Florida","120","Franklin","0370","Franklin",0,0,0,0,0,0,0,0,0,222,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200390","1860","Florida","120","Gadsden","0390","Gadsden",51,196,118480,0,522,49833,208080,1050,23545,263,56554,0,0,43,1032,0,0,0,0,0,0,0,0,0,0,0,0,9994,0,23773,0,342,1425
"G1200470","1860","Florida","120","Hamilton","0470","Hamilton",873,383,54210,737,5,25,78096,236,22075,363,18437,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,4388,0,1695,0,24,250
"G1200530","1860","Florida","120","Hernando","0530","Hernando",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200570","1860","Florida","120","Hillsborough","0570","Hillsborough",60,0,20010,31,7,18,4224,155,2505,144,26604,0,0,0,2026,62,692,0,0,0,0,0,0,0,0,0,0,3819,0,1959,0,60,709
"G1200590","1860","Florida","120","Holmes","0590","Holmes",15,19,11323,121,76,25,13488,269,1832,50,6161,0,0,0,481,6,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,121,837
"G1200630","1860","Florida","120","Jackson","0630","Jackson",0,220,123584,386,119,2718,414480,529,6866,142,40368,0,0,4,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6472,0,124,232
"G1200650","1860","Florida","120","Jefferson","0650","Jefferson",26,639,164667,587,0,0,520656,1496,5651,68,38936,4843,0,11,2041,63,0,0,0,0,0,0,0,0,0,0,0,8531,0,12676,0,0,299
"G1200670","1860","Florida","120","Lafayette","0670","Lafayette",0,9,12244,29,38,16,44064,15,2392,56,5053,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,650,0,1147,0,13,80
"G1200730","1860","Florida","120","Leon","0730","Leon",0,1469,193961,434,325,1643,800928,1180,22029,761,65298,9,0,14,2665,4,19719,0,0,0,0,0,0,0,0,0,0,9994,0,10181,0,253,1175
"G1200750","1860","Florida","120","Levy","0750","Levy",0,0,7013,10,0,0,7248,95,3378,189,5892,0,0,0,303,0,70,0,0,0,0,0,0,0,0,0,0,488,0,348,0,0,0
"G1200770","1860","Florida","120","Liberty","0770","Liberty",0,115,24311,260,693,3141,31152,463,2161,141,7309,0,0,0,485,0,1533,0,0,0,0,0,0,0,0,0,0,406,0,2210,0,546,3118
"G1200790","1860","Florida","120","Madison","0790","Madison",1321,729,136326,1260,23,14,309024,623,34832,0,39833,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,4631,0,10353,0,0,0
"G1200810","1860","Florida","120","Manatee","0810","Manatee",0,0,1206,7,63,0,96,2,1380,30,7159,0,0,0,528,19,26,0,0,0,0,0,0,0,0,0,0,18769,0,5242,0,32,62
"G1200830","1860","Florida","120","Marion","0830","Marion",3,11669,69542,6286,830,61,191952,1254,32627,1261,45533,0,0,0,4300,16,9399,0,0,0,0,0,0,0,0,0,0,19338,0,17188,0,10,44
"G1200870","1860","Florida","120","Monroe","0870","Monroe",0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
"G1200890","1860","Florida","120","Nassau","0890","Nassau",0,0,12646,0,56,0,7392,206,2278,28,10560,0,0,0,83,0,929,0,0,0,0,0,0,0,0,0,0,3331,0,1564,0,0,0
"G1200895","1860","Florida","120","New River","0895","New River",31,146,28115,1692,453,23,39408,354,10697,252,18571,0,0,0,1005,3,2847,0,0,0,0,0,0,0,0,0,0,6338,0,925,0,94,408
"G1200950","1860","Florida","120","Orange","0950","Orange",232,0,4524,153,30,0,6144,0,1978,69,5977,0,0,10,474,2,0,0,0,0,0,0,0,0,0,0,0,163,0,303,0,53,277
"G1201070","1860","Florida","120","Putnam","1070","Putnam",0,0,12342,0,12,0,30720,0,6350,52,10361,0,0,0,777,0,175,0,0,0,0,0,0,0,0,0,0,1706,0,778,0,0,179
"G1201090","1860","Florida","120","St Johns","1090","St Johns",0,0,5193,0,206,0,48,0,1761,114,7269,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,2438,0,1243,0,0,0
"G1201130","1860","Florida","120","Santa Rosa","1130","Santa Rosa",0,0,4861,19,2,0,384,5,573,4,2470,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,87
"G1201190","1860","Florida","120","Sumter","1190","Sumter",0,0,10303,0,24,54,13296,15,1034,71,7531,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,9506,0,1827,0,0,0
"G1201210","1860","Florida","120","Suwannee","1210","Suwannee",20,65,25939,225,104,6,31344,140,11581,205,12512,0,0,0,562,3,1927,0,0,0,0,0,0,0,0,0,0,2925,0,794,0,3,15
"G1201230","1860","Florida","120","Taylor","1230","Taylor",50,22,12466,4,14,23,4320,38,4600,120,8642,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,474,0,57,344
"G1201270","1860","Florida","120","Volusia","1270","Volusia",0,0,5996,0,44,0,9264,0,2610,98,6305,0,0,0,296,0,18,0,0,0,0,0,0,0,0,0,0,1869,0,765,0,0,15
"G1201290","1860","Florida","120","Wakulla","1290","Wakulla",0,0,36206,102,171,657,38112,75,6621,373,2404,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,3656,0,2432,0,533,2737
"G1201310","1860","Florida","120","Walton","1310","Walton",133,100,25750,62,238,438,20640,672,4022,201,12693,2,0,0,1133,6,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,223,1107
"G1201330","1860","Florida","120","Washington","1330","Washington",0,89,19281,207,92,3302,16896,83,2313,190,9228,0,0,0,742,8,578,0,0,0,0,0,0,0,0,0,0,81,0,1259,0,250,2102
"G1300010","1860","Georgia","130","Appling","0010","Appling",438,195,44493,4187,806,188,24816,2475,7729,56,31396,0,0,0,1255,39,0,0,0,0,0,0,0,0,0,0,0,3981,0,2727,0,416,1496
"G1300070","1860","Georgia","130","Baker","0070","Baker",227,15,97782,340,23,0,418224,214,8437,0,26285,0,0,2,2492,0,6351,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,6,46
"G1300090","1860","Georgia","130","Baldwin","0090","Baldwin",13745,794,104758,2620,0,5,326928,963,32584,2327,30277,398,1,278,3498,0,21217,0,0,0,0,0,0,0,0,0,0,0,0,0,177,104,416
"G1300110","1860","Georgia","130","Banks","0110","Banks",14394,67,64288,1968,1,509,28944,1064,2350,565,11959,3,0,16,3094,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2828,195,1279
"G1300190","1860","Georgia","130","Berrien","0190","Berrien",442,72,35751,2385,1013,0,24144,1869,7227,147,22754,0,0,0,1299,13,0,0,0,0,0,0,0,0,0,0,0,2275,0,1701,0,322,1649
"G1300210","1860","Georgia","130","Bibb","0210","Bibb",3412,279,110110,5192,0,0,293856,277,6389,1383,35611,89,0,148,3047,0,12728,0,0,0,0,0,0,0,0,0,0,0,0,136,33,145,1475
"G1300270","1860","Georgia","130","Brooks","0270","Brooks",413,1474,102742,2350,525,0,211488,1529,21182,303,33678,0,0,0,1623,3,18,0,0,0,0,0,0,0,0,0,0,163,0,10260,0,93,668
"G1300290","1860","Georgia","130","Bryan","0290","Bryan",0,30,28435,211,37344,0,19296,1006,5706,67,15794,0,0,0,513,0,18,0,0,0,0,0,0,0,0,0,0,488,0,537,722,213,906
"G1300310","1860","Georgia","130","Bulloch","0310","Bulloch",100,176,63534,2425,710,0,66144,5359,13401,169,29779,0,0,1,2043,0,35,0,0,0,0,0,0,0,0,0,0,2194,0,1230,1351,128,1214
"G1300330","1860","Georgia","130","Burke","0330","Burke",5185,341,323767,1324,100,0,1124112,1617,16813,1355,54641,1,0,1,4328,0,6938,20,0,0,0,0,0,0,0,0,0,0,0,307,336,150,2196
"G1300350","1860","Georgia","130","Butts","0350","Butts",16705,293,91478,3449,0,22,260832,798,2341,1527,12556,13,57,508,6410,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,672,370,1085
"G1300370","1860","Georgia","130","Calhoun","0370","Calhoun",665,61,83707,464,20,2,275856,511,2964,217,21570,0,0,10,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,632
"G1300390","1860","Georgia","130","Camden","0390","Camden",0,8,24877,14,239658,5,30240,314,3677,528,16362,0,0,0,517,0,18,0,0,0,0,0,0,0,0,0,0,569,0,1569,0,1,0
"G1300395","1860","Georgia","130","Campbell","0395","Campbell",38800,105,106898,2227,0,11,213072,1362,904,250,16693,6,13,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,74,889
"G1300450","1860","Georgia","130","Carroll","0450","Carroll",38024,321,152578,4867,25,469,191136,2250,3197,990,28087,26,14,0,7427,0,298,0,22,0,0,0,0,0,0,0,0,163,0,2034,0,216,1791
"G1300455","1860","Georgia","130","Cass","0455","Cass",139428,2392,197893,10181,0,1507,211536,1314,13069,2190,20689,233,0,33,6242,0,929,5,487,0,0,0,0,0,0,0,0,0,0,1545,0,49,552
"G1300470","1860","Georgia","130","Catoosa","0470","Catoosa",32124,31,73710,2953,0,603,96,581,372,456,6746,0,0,0,484,16,1533,0,359,0,0,0,0,0,0,0,0,4063,0,673,0,0,0
"G1300490","1860","Georgia","130","Charlton","0490","Charlton",0,0,8664,0,0,0,6000,25,430,0,6794,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0
"G1300510","1860","Georgia","130","Chatham","0510","Chatham",0,1540,43689,145,601673,0,44784,806,11766,2224,31340,0,0,0,274,0,4380,35,0,0,0,0,0,0,0,0,0,163,0,300,0,6,0
"G1300530","1860","Georgia","130","Chattahoochee","0530","Chattahoochee",2368,246,79726,393,0,0,345888,28,11944,395,17764,0,0,3,2349,0,6027,0,0,0,0,0,0,0,0,0,0,813,0,78,0,17,447
"G1300550","1860","Georgia","130","Chattooga","0550","Chattooga",48256,226,115654,6996,0,80,103296,1284,4938,773,14883,21,1,58,3740,20,10880,0,83,0,0,0,0,0,0,0,0,0,0,265,0,37,635
"G1300570","1860","Georgia","130","Cherokee","0570","Cherokee",72800,1186,167835,3825,0,13012,46944,1465,5436,1176,21280,0,0,2,5314,0,140,0,0,0,0,0,0,0,0,0,5,406,0,833,0,151,1668
"G1300590","1860","Georgia","130","Clarke","0590","Clarke",19422,682,90240,6156,0,172,184176,1297,7420,1017,16848,53,0,185,2906,0,929,0,6,0,0,0,0,0,0,0,8,0,0,281,0,158,1117
"G1300610","1860","Georgia","130","Clay","0610","Clay",1299,189,70709,1627,314,5,254016,497,16918,580,22665,0,0,19,1846,0,5633,0,0,0,0,0,0,0,0,0,0,10319,0,1241,0,234,1322
"G1300630","1860","Georgia","130","Clayton","0630","Clayton",21790,126,53063,2539,0,0,102528,546,5316,541,9131,0,0,3,2954,0,26,0,0,0,0,0,0,0,0,0,4,0,0,110,0,175,1405
"G1300650","1860","Georgia","130","Clinch","0650","Clinch",328,24,28948,2562,696,14,10368,487,5128,89,13053,0,0,0,242,6,0,0,0,0,0,0,0,0,0,0,0,731,0,391,0,695,5771
"G1300670","1860","Georgia","130","Cobb","0670","Cobb",65914,460,144093,9999,3,294,159120,1275,3965,1482,22015,23,45,11,7296,0,2952,85,0,0,0,0,0,0,0,0,0,0,0,105,0,186,2203
"G1300690","1860","Georgia","130","Coffee","0690","Coffee",54,88,28144,1642,918,72,22512,2253,5468,10,29852,0,0,0,651,31,0,0,0,0,0,0,0,0,0,0,0,488,0,1693,0,84,424
"G1300710","1860","Georgia","130","Colquitt","0710","Colquitt",49,33,12576,283,240,0,13536,978,2934,47,10345,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,73,486
"G1300730","1860","Georgia","130","Columbia","0730","Columbia",18911,353,151823,13567,1,0,457200,2147,31502,2305,25152,125,0,65,5766,0,15277,0,0,0,0,0,0,0,0,0,0,0,0,16,0,74,745
"G1300770","1860","Georgia","130","Coweta","0770","Coweta",59552,561,218972,12807,0,11,716640,1922,16401,2490,41990,205,0,195,12197,0,438,0,0,1,0,0,0,0,0,0,0,0,0,1369,0,439,4937
"G1300790","1860","Georgia","130","Crawford","0790","Crawford",9413,62,126337,1429,0,0,466656,433,5249,4,25834,98,0,8,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,95,872
"G1300830","1860","Georgia","130","Dade","0830","Dade",19471,284,66028,1023,0,5,0,413,88,678,3604,17,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,37,634
"G1300850","1860","Georgia","130","Dawson","0850","Dawson",17818,836,65729,956,3,762,1536,976,1287,854,9180,0,67,1,1802,4,35,2004,0,0,0,0,0,0,0,0,0,0,0,1431,0,87,795
"G1300870","1860","Georgia","130","Decatur","0870","Decatur",0,5,167011,2,1303,25327,383808,2562,19782,676,58195,0,0,51,2571,1,0,0,0,0,0,0,0,0,0,0,0,6338,0,13773,0,191,572
"G1300890","1860","Georgia","130","DeKalb","0890","De Kalb",32501,249,102188,3179,0,0,74880,831,4727,845,20990,16,0,0,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,135,2203
"G1300930","1860","Georgia","130","Dooly","0930","Dooly",8176,371,156722,1438,100,7,478896,2596,10635,1422,42683,3,0,5,2163,0,0,0,0,0,0,0,0,0,0,0,0,325,0,6208,0,60,659
"G1300950","1860","Georgia","130","Dougherty","0950","Dougherty",544,705,164134,493,12,0,939840,0,16835,161,27029,0,0,0,1400,0,8699,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0
"G1300990","1860","Georgia","130","Early","0990","Early",90,28,102523,488,88,1,437568,1866,13581,212,33799,0,0,3,2157,0,12755,0,0,0,0,0,0,0,0,0,0,1138,0,3739,0,142,254
"G1301010","1860","Georgia","130","Echols","1010","Echols",241,83,17613,1010,6,0,9600,196,12056,2,12581,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,531,0,324,2721
"G1301030","1860","Georgia","130","Effingham","1030","Effingham",149,142,59050,34,5535,0,24816,1792,3399,19,21949,0,0,25,767,0,6912,0,0,0,0,0,0,0,0,0,0,1544,0,1926,0,81,1284
"G1301050","1860","Georgia","130","Elbert","1050","Elbert",24745,1459,118802,4703,0,113,262560,1612,26725,1370,18251,44,0,347,6836,0,6088,0,0,0,0,0,0,0,0,0,0,2438,0,0,277,191,1590
"G1301070","1860","Georgia","130","Emanuel","1070","Emanuel",4051,252,69232,911,67,70,54096,8627,10784,316,25849,0,0,0,1374,11,0,0,0,0,0,0,0,0,0,0,0,731,0,1974,0,79,86
"G1301110","1860","Georgia","130","Fannin","1110","Fannin",4946,4130,52920,3741,10,858,0,1202,694,1891,4152,0,73,5,1948,7,1533,0,306,2,0,0,2010,56,24,12,0,0,0,0,5524,65,681
"G1301130","1860","Georgia","130","Fayette","1130","Fayette",34689,305,101384,2408,9,54,223440,892,1307,207,14419,34,0,8,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2556
"G1301150","1860","Georgia","130","Floyd","1150","Floyd",104110,6975,240635,8770,0,11982,377472,2426,19975,3672,28754,260,0,189,8274,4,0,0,44,3,0,0,0,2,2,0,12,0,0,1841,0,58,858
"G1301170","1860","Georgia","130","Forsyth","1170","Forsyth",42573,499,106618,4960,0,830,31488,857,659,186,11311,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,53,492
"G1301190","1860","Georgia","130","Franklin","1190","Franklin",24534,233,87535,1661,10,307,38064,1165,2769,412,12986,2,0,39,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,80,1293
"G1301210","1860","Georgia","130","Fulton","1210","Fulton",16526,206,56916,1186,0,18,23712,179,2441,817,9766,33,0,144,3489,0,166,0,0,0,0,0,0,0,0,0,0,0,0,202,0,48,551
"G1301230","1860","Georgia","130","Gilmer","1230","Gilmer",11368,4584,99953,2718,5,2294,6336,1554,3302,3059,10492,3,16,12,3933,37,1393,5,206,1,0,0,0,26,10,0,0,0,0,3027,0,139,1392
"G1301250","1860","Georgia","130","Glascock","1250","Glascock",7919,62,34287,203,0,0,77232,287,1772,94,8324,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,508
"G1301270","1860","Georgia","130","Glynn","1270","Glynn",0,8,18003,245,112352,0,33024,219,3608,147,15845,0,0,2,504,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,983,0,27,210
"G1301290","1860","Georgia","130","Gordon","1290","Gordon",114628,203,245479,6352,0,3865,20736,2027,11178,2387,25246,0,0,6,6486,4,815,0,128,0,0,0,0,0,0,0,0,0,0,0,10167,21,857
"G1301330","1860","Georgia","130","Greene","1330","Greene",35737,976,139934,8310,0,45,414864,1757,14345,2338,29272,1150,7,155,5723,2,34506,0,0,0,0,0,0,0,0,0,0,0,17,30,1332,194,956
"G1301350","1860","Georgia","130","Gwinnett","1350","Gwinnett",42609,209,149702,8131,0,426,117408,1624,6763,596,23264,31,0,14,6767,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,80,1899
"G1301370","1860","Georgia","130","Habersham","1370","Habersham",12361,1811,79893,2138,41,1425,3744,1617,5255,2340,13351,37,8,58,5882,2,6062,35,862,3,0,0,0,9,12,0,0,0,0,1591,0,224,2100
"G1301390","1860","Georgia","130","Hall","1390","Hall",35801,590,152097,3536,1,1388,23184,1832,4350,1152,17750,44,0,45,5156,2,18,0,250,1,0,0,0,0,0,143,0,0,0,0,7768,189,1992
"G1301410","1860","Georgia","130","Hancock","1410","Hancock",24998,549,163235,13100,0,0,639936,1612,62411,1428,36405,183,0,237,4912,0,25772,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,63,497
"G1301430","1860","Georgia","130","Haralson","1430","Haralson",10898,109,46593,833,1,509,29232,479,966,224,5005,34,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,16,131
"G1301450","1860","Georgia","130","Harris","1450","Harris",32137,89,229057,2090,0,0,715488,960,4449,1542,40584,38,0,0,7703,0,22995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,803
"G1301470","1860","Georgia","130","Hart","1470","Hart",28519,305,58214,2710,7,424,71184,1080,8544,640,13620,7,0,24,5039,0,18,0,0,0,0,0,0,0,0,48,0,0,0,195,0,165,1254
"G1301490","1860","Georgia","130","Heard","1490","Heard",24262,300,108452,2929,0,2,311616,951,7986,775,19476,78,0,8,5437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1934
"G1301510","1860","Georgia","130","Henry","1510","Henry",59140,450,159756,7586,0,0,443376,1410,13386,1158,27236,35,143,42,10703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,410,3101
