GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G1300730","1860","Georgia","130","Columbia","0730","Columbia",2104579,157512,471753,3415,200,3133,114153,728644,117286,845930,8293
"G1300770","1860","Georgia","130","Coweta","0770","Coweta",2613497,106079,649956,1567,500,13770,161510,1093194,175280,1268474,7248
"G1300790","1860","Georgia","130","Crawford","0790","Crawford",1232668,54185,318006,0,0,6512,80849,639750,87361,727111,4270
"G1300830","1860","Georgia","130","Dade","0830","Dade",415160,15200,111270,0,0,7409,23448,93468,30857,124325,300
"G1300850","1860","Georgia","130","Dawson","0850","Dawson",397507,20151,112355,467,0,13933,34135,106630,48068,154698,326
"G1300870","1860","Georgia","130","Decatur","0870","Decatur",2205996,131318,507581,111,30,8989,112824,682307,121813,804120,5924
"G1300890","1860","Georgia","130","DeKalb","0890","De Kalb",929906,48711,246530,518,55,9869,105721,248330,115590,363920,2000
"G1300930","1860","Georgia","130","Dooly","0930","Dooly",1657347,32899,456520,0,0,10963,123119,712469,134082,846551,4070
"G1300950","1860","Georgia","130","Dougherty","0950","Dougherty",2995923,62672,429446,0,0,25,68940,1161731,68965,1230696,6079
"G1300990","1860","Georgia","130","Early","0990","Early",1544969,154170,466063,0,0,3494,99449,610427,102943,713370,4057
"G1301010","1860","Georgia","130","Echols","1010","Echols",205971,13037,101767,0,0,2436,23699,59112,26135,85247,314
"G1301030","1860","Georgia","130","Effingham","1030","Effingham",696413,28694,194497,163,35,450,50529,129621,50979,180600,2165
"G1301050","1860","Georgia","130","Elbert","1050","Elbert",1901904,76633,330349,651,125,14050,123431,478928,137481,616409,5711
"G1301070","1860","Georgia","130","Emanuel","1070","Emanuel",238396,23150,321833,120,0,11896,69679,178630,81575,260205,1294
"G1301110","1860","Georgia","130","Fannin","1110","Fannin",366968,13828,95585,326,474,3754,27395,87589,31149,118738,143
"G1301130","1860","Georgia","130","Fayette","1130","Fayette",1069610,44683,248871,306,0,654,82843,386421,83497,469918,2019
"G1301150","1860","Georgia","130","Floyd","1150","Floyd",2593322,150403,550472,281,2180,20304,201766,818780,222070,1040850,5913
"G1301170","1860","Georgia","130","Forsyth","1170","Forsyth",766896,19534,211490,325,0,29217,38424,205709,67641,273350,890
"G1301190","1860","Georgia","130","Franklin","1190","Franklin",942449,23226,171418,144,3437,6751,50816,181895,57567,239462,1313
"G1301210","1860","Georgia","130","Fulton","1210","Fulton",723345,25891,179937,130,1700,4608,38511,118231,43119,161350,2955
"G1301230","1860","Georgia","130","Gilmer","1230","Gilmer",520111,22559,159877,2245,1689,23281,53840,159799,77121,236920,167
"G1301250","1860","Georgia","130","Glascock","1250","Glascock",345665,15244,91366,0,0,3971,40571,131520,44542,176062,758
"G1301270","1860","Georgia","130","Glynn","1270","Glynn",614582,46920,79925,0,0,50,10595,186233,10645,196878,2839
"G1301290","1860","Georgia","130","Gordon","1290","Gordon",2004875,73089,364210,92,150,17146,114172,450824,131318,582142,2106
"G1301330","1860","Georgia","130","Greene","1330","Greene",1855185,108946,424107,8711,7407,41619,157951,707766,199570,907336,8398
"G1301350","1860","Georgia","130","Gwinnett","1350","Gwinnett",1116021,59876,330203,3102,212,33227,90276,364300,123503,487803,2551
"G1301370","1860","Georgia","130","Habersham","1370","Habersham",725983,33655,174809,2216,9846,34178,55756,152922,89934,242856,787
"G1301390","1860","Georgia","130","Hall","1390","Hall",948172,46195,244189,446,0,39321,83364,257733,122685,380418,1261
"G1301410","1860","Georgia","130","Hancock","1410","Hancock",2179578,79662,489441,1281,0,1648,152084,977861,153732,1131593,8137
"G1301430","1860","Georgia","130","Haralson","1430","Haralson",314653,24638,99652,0,0,16847,33254,97767,50101,147868,229
"G1301450","1860","Georgia","130","Harris","1450","Harris",1946175,75789,590645,0,0,2805,169828,1058094,172633,1230727,7736
"G1301470","1860","Georgia","130","Hart","1470","Hart",738093,49131,171331,7,0,34175,58414,192003,92589,284592,1528
"G1301490","1860","Georgia","130","Heard","1490","Heard",1143428,24288,283215,434,1645,11150,97767,486593,108917,595510,2811
"G1301510","1860","Georgia","130","Henry","1510","Henry",1634542,70189,427893,4582,0,24477,121888,732773,146365,879138,4515
"G1301530","1860","Georgia","130","Houston","1530","Houston",3524197,91404,700095,0,0,1310,186959,1804223,188269,1992492,10755
"G1301550","1860","Georgia","130","Irwin","1550","Irwin",142475,9615,119882,395,0,6897,27410,65284,34307,99591,246
"G1301570","1860","Georgia","130","Jackson","1570","Jackson",1256652,60657,283897,1057,47,14670,91487,289384,106157,395541,3329
"G1301590","1860","Georgia","130","Jasper","1590","Jasper",1513478,65243,423084,4854,1239,20364,131581,704928,151945,856873,6954
"G1301630","1860","Georgia","130","Jefferson","1630","Jefferson",1845175,82653,459654,31,0,2297,146021,742562,148318,890880,6045
"G1301670","1860","Georgia","130","Johnson","1670","Johnson",515880,18057,141779,0,0,11934,42603,158454,54537,212991,849
"G1301690","1860","Georgia","130","Jones","1690","Jones",1607323,40990,430406,212,0,6134,131761,680657,137895,818552,5989
"G1301750","1860","Georgia","130","Laurens","1750","Laurens",1616319,36692,342244,715,20,10654,77600,513409,88254,601663,3269
"G1301770","1860","Georgia","130","Lee","1770","Lee",2140429,82433,383470,380,0,24514,118771,911957,143285,1055242,4947
"G1301790","1860","Georgia","130","Liberty","1790","Liberty",617592,51131,306398,0,0,85,42302,338252,42387,380639,6083
"G1301810","1860","Georgia","130","Lincoln","1810","Lincoln",782140,41203,198505,22,0,5530,69458,265579,74988,340567,3768
"G1301850","1860","Georgia","130","Lowndes","1850","Lowndes",1258205,44110,313774,0,0,11298,79172,313381,90470,403851,2399
"G1301870","1860","Georgia","130","Lumpkin","1870","Lumpkin",331295,18150,109628,3097,1566,9146,38789,90954,47935,138889,432
"G1301910","1860","Georgia","130","McIntosh","1910","Mcintosh",892061,68476,123611,0,0,0,13230,237114,13230,250344,4063
"G1301930","1860","Georgia","130","Macon","1930","Macon",1680768,51624,377766,75,5,8491,118975,728878,127466,856344,4865
"G1301950","1860","Georgia","130","Madison","1950","Madison",758797,76561,210640,0,0,96281,71814,206343,168095,374438,1992
"G1301970","1860","Georgia","130","Marion","1970","Marion",1140302,59087,320658,25,0,5390,110186,621302,115576,736878,3529
"G1301990","1860","Georgia","130","Meriwether","1990","Meriwether",2432794,152066,638240,20142,1453,30133,217981,1263643,248114,1511757,8748
"G1302010","1860","Georgia","130","Miller","2010","Miller",314595,11768,103755,0,0,3044,24548,82656,27592,110248,640
"G1302015","1860","Georgia","130","Milton","2015","Milton",327085,14558,150176,232,0,14877,47429,176055,62306,238361,617
"G1302050","1860","Georgia","130","Mitchell","2050","Mitchell",819057,34007,167375,0,0,3596,38939,246475,42535,289010,1589
"G1302070","1860","Georgia","130","Monroe","2070","Monroe",3153690,132542,757455,22661,0,16718,213466,1277493,230184,1507677,10177
"G1302090","1860","Georgia","130","Montgomery","2090","Montgomery",389038,18981,239350,0,0,18763,40947,90164,59710,149874,977
"G1302110","1860","Georgia","130","Morgan","2110","Morgan",1394573,62980,358864,0,0,1880,104944,600503,106824,707327,7006
"G1302130","1860","Georgia","130","Murray","2130","Murray",1254805,33358,217629,159,47,40959,66251,258756,107210,365966,1442
"G1302150","1860","Georgia","130","Muscogee","2150","Muscogee",1514052,96334,306269,5117,6790,563,84212,500880,84775,585655,7445
"G1302170","1860","Georgia","130","Newton","2170","Newton",1885836,92871,509162,100,63,30030,150093,677957,180123,858080,6458
"G1302210","1860","Georgia","130","Oglethorpe","2210","Oglethorpe",1766381,74107,367620,0,0,10510,124652,637211,135162,772373,7514
"G1302230","1860","Georgia","130","Paulding","2230","Paulding",671708,28822,185305,90,330,14118,55343,263163,69461,332624,572
"G1302270","1860","Georgia","130","Pickens","2270","Pickens",384292,22457,118708,85,558,16973,38019,125536,54992,180528,246
"G1302290","1860","Georgia","130","Pierce","2290","Pierce",208710,7479,119267,1390,0,4047,23007,52005,27054,79059,233
"G1302310","1860","Georgia","130","Pike","2310","Pike",1485948,60594,371895,2499,11,11250,109259,620411,120509,740920,4722
"G1302330","1860","Georgia","130","Polk","2330","Polk",1331713,49640,235739,0,0,10739,72191,479874,82930,562804,2440
"G1302350","1860","Georgia","130","Pulaski","2350","Pulaski",1485870,76617,367472,600,50,4037,118881,585210,122918,708128,4106
"G1302370","1860","Georgia","130","Putnam","2370","Putnam",1663088,109961,415132,0,1,3995,143085,770667,147080,917747,7138
"G1302390","1860","Georgia","130","Quitman","2390","Quitman",574730,20488,143347,10,0,1208,34179,291339,35387,326726,1625
"G1302410","1860","Georgia","130","Rabun","2410","Rabun",274926,15422,119519,4531,0,7511,29297,70616,36808,107424,206
"G1302430","1860","Georgia","130","Randolph","2430","Randolph",1443698,78879,345700,50,0,2034,105459,745435,107493,852928,4467
"G1302450","1860","Georgia","130","Richmond","2450","Richmond",2105079,62911,417325,12031,59310,404,135705,372668,136109,508777,8389
"G1302490","1860","Georgia","130","Schley","2490","Schley",737130,31130,183468,2857,0,3103,63275,390466,66378,456844,2348
"G1302510","1860","Georgia","130","Screven","2510","Screven",1444732,73653,366736,145,215,5765,79038,431164,84803,515967,4530
"G1302550","1860","Georgia","130","Spalding","2550","Spalding",989600,45589,270546,280,200,4546,70257,359949,74803,434752,3819
"G1302590","1860","Georgia","130","Stewart","2590","Stewart",2502959,123214,651516,6316,0,4890,151423,1607455,156313,1763768,7884
"G1302610","1860","Georgia","130","Sumter","2610","Sumter",2319466,126202,468969,266,618,8732,118637,944960,127369,1072329,4890
"G1302630","1860","Georgia","130","Talbot","2630","Talbot",1957372,88197,515656,0,282,6877,94607,1091917,101484,1193401,8603
"G1302650","1860","Georgia","130","Taliaferro","2650","Taliaferro",661670,26141,157350,1005,0,4042,50288,246789,54330,301119,2849
"G1302670","1860","Georgia","130","Tattnall","2670","Tattnall",305905,26762,280841,0,0,10800,87083,151505,97883,249388,1157
"G1302690","1860","Georgia","130","Taylor","2690","Taylor",1078678,40513,228600,42,27,8642,82086,404995,90728,495723,2397
"G1302710","1860","Georgia","130","Telfair","2710","Telfair",295795,14092,150355,2505,0,7241,36401,131508,43642,175150,836
"G1302730","1860","Georgia","130","Terrell","2730","Terrell",1202955,39443,252689,0,0,24009,66422,448097,90431,538528,2888
"G1302750","1860","Georgia","130","Thomas","2750","Thomas",1530540,75757,360249,0,0,32875,112365,585434,145240,730674,6244
"G1302810","1860","Georgia","130","Towns","2810","Towns",260662,2797,104413,1020,0,13357,25701,69092,39058,108150,108
"G1302850","1860","Georgia","130","Troup","2850","Troup",2196064,92230,484163,105,61,2742,175524,1199568,178266,1377834,10002
"G1302890","1860","Georgia","130","Twiggs","2890","Twiggs",1535777,48074,388418,257,0,4832,114140,877485,118972,996457,5318
"G1302910","1860","Georgia","130","Union","2910","Union",352560,18221,130172,45,1854,14794,33298,107896,48092,155988,116
"G1302930","1860","Georgia","130","Upson","2930","Upson",1413869,68447,394390,3710,12,12403,143741,692443,156144,848587,4888
"G1302950","1860","Georgia","130","Walker","2950","Walker",1469831,59124,575862,0,0,14200,101646,409574,115846,525420,1535
"G1302970","1860","Georgia","130","Walton","2970","Walton",1342409,51476,384810,1444,0,20376,113617,517439,133993,651432,4621
"G1302990","1860","Georgia","130","Ware","2990","Ware",381571,10014,114997,205,40,3757,29246,51229,33003,84232,377
"G1303010","1860","Georgia","130","Warren","3010","Warren",1525824,56568,329594,0,0,7979,116102,630934,124081,755015,5379
"G1303030","1860","Georgia","130","Washington","3030","Washington",2358562,100892,572166,0,0,26461,184862,890664,211323,1101987,6532
"G1303050","1860","Georgia","130","Wayne","3050","Wayne",145633,8491,98554,0,0,1421,20683,47268,22104,69372,621
"G1303070","1860","Georgia","130","Webster","3070","Webster",852642,39384,212803,2230,0,2390,67533,458264,69923,528187,2287
"G1303110","1860","Georgia","130","White","3110","White",326872,16827,108413,3066,3497,11144,25839,91407,36983,128390,263
"G1303130","1860","Georgia","130","Whitfield","3130","Whitfield",1546585,49977,265500,80,200,10432,83153,250549,93585,344134,1732
"G1303150","1860","Georgia","130","Wilcox","3150","Wilcox",285977,16066,125949,10,0,9991,36645,95686,46636,142322,421
"G1303170","1860","Georgia","130","Wilkes","3170","Wilkes",1601158,71517,364196,60,150,5184,126694,638533,131878,770411,7953
"G1303190","1860","Georgia","130","Wilkinson","3190","Wilkinson",1974014,72025,455221,12256,0,11915,132254,806295,144169,950464,3887
"G1303210","1860","Georgia","130","Worth","3210","Worth",527872,18054,181840,882,0,8448,45430,160879,53878,214757,632
"G1700010","1860","Illinois","170","Adams","0010","ADAMS",9228170,268950,1302857,30798,1970,4296,468374,1804838,472670,2277508,
"G1700030","1860","Illinois","170","Alexander","0030","Alexander",305710,21890,79846,0,0,0,0,82722,0,82722,
"G1700050","1860","Illinois","170","Bond","0050","Bond",1689845,62704,353916,13064,200,5971,93161,412856,99132,511988,
"G1700070","1860","Illinois","170","Boone","0070","Boone",3085040,216629,458578,1290,3619,55,86240,797039,86295,883334,
"G1700090","1860","Illinois","170","Brown","0090","Brown",2084951,88263,475430,14084,208,21687,183534,546776,205221,751997,
"G1700110","1860","Illinois","170","Bureau","0110","Bureau",8557220,342940,1294258,18340,19950,125,240345,2137625,240470,2378095,
"G1700130","1860","Illinois","170","Calhoun","0130","Calhoun",669390,38750,163885,5495,1745,1590,43988,187815,45578,233393,
"G1700150","1860","Illinois","170","Carroll","0150","Carroll",2843417,135852,503805,2488,3984,628,91411,1027254,92039,1119293,
"G1700170","1860","Illinois","170","Cass","0170","Cass",4260382,139213,649730,2873,2880,3568,264030,975752,267598,1243350,
"G1700190","1860","Illinois","170","Champaign","0190","Champaign",5013180,164352,773313,6867,4934,3624,254420,1261661,258044,1519705,
"G1700210","1860","Illinois","170","Christian","0210","Christian",2632005,131484,600145,2344,186,2823,89687,865096,92510,957606,
"G1700230","1860","Illinois","170","Clark","0230","Clark",2507566,111682,568933,9657,252,17839,115549,702497,133388,835885,
"G1700250","1860","Illinois","170","Clay","0250","Clay",2745904,110469,590484,7756,366,16344,98963,530344,115307,645651,
"G1700270","1860","Illinois","170","Clinton","0270","Clinton",4073548,160203,739741,6794,282,75,85568,757165,85643,842808,
"G1700290","1860","Illinois","170","Coles","0290","Coles",4112628,134243,847989,7769,3153,7355,189280,1205698,196635,1402333,
"G1700310","1860","Illinois","170","Cook","0310","Cook",10005774,394693,1250694,7373,51005,1112,110834,2445587,111946,2557533,
"G1700330","1860","Illinois","170","Crawford","0330","Crawford",1742235,78143,518004,12606,50,23376,154464,566540,177840,744380,
"G1700350","1860","Illinois","170","Cumberland","0350","Cumberland",1063700,40418,193226,2039,203,7349,30666,279618,38015,317633,
"G1700370","1860","Illinois","170","DeKalb","0370","De Kalb",5596102,350739,927988,2758,370,1448,166921,1698658,168369,1867027,
"G1700390","1860","Illinois","170","De Witt","0390","De Witt",3526751,170068,628313,11367,580,3583,227363,888110,230946,1119056,
"G1700410","1860","Illinois","170","Douglas","0410","Douglas",2384660,82807,514952,1159,320,1209,54025,755096,55234,810330,
"G1700430","1860","Illinois","170","Dupage","0430","Du Page",5128274,204110,748297,14165,2809,628,126192,1228516,126820,1355336,
"G1700450","1860","Illinois","170","Edgar","0450","Edgar",5662398,225892,1180482,22301,1496,15040,147820,1327824,162860,1490684,
"G1700470","1860","Illinois","170","Edwards","0470","Edwards",968015,56777,232985,7105,0,6392,62634,273756,69026,342782,
"G1700490","1860","Illinois","170","Effingham","0490","Effingham",1415593,62178,268671,4663,473,6681,74792,304405,81473,385878,
"G1700510","1860","Illinois","170","Fayette","0510","Fayette",1824588,75829,367546,10894,390,13820,106087,421393,119907,541300,
"G1700530","1860","Illinois","170","Ford","0530","Ford",466616,10183,43876,50,5,60,6539,66298,6599,72897,
